EmployeeID,Age,Department,YearsExperience,PerformanceScore,MonthlySalary,TrainingHours,PromotionLast5Years
1647,26,Finance,31,3,3498,114,No
1648,59,IT,32,4,9347,20,No
1649,32,Finance,3,2,10904,65,No
1650,23,Finance,29,1,14014,58,Yes
1651,38,IT,16,1,12721,47,No
1652,41,IT,2,2,12830,88,No
1653,35,Finance,12,3,12324,72,Yes
1654,53,Operations,17,5,10432,83,Yes
1655,55,Finance,22,4,8956,49,Yes
1656,46,Marketing,34,2,7483,9,No
1657,28,Marketing,32,3,11607,119,Yes
1658,56,Marketing,16,5,7996,51,No
1659,50,HR,33,3,4591,84,No
1660,43,Marketing,11,5,7407,67,Yes
1661,34,Operations,4,1,6883,29,No
1662,34,HR,26,5,4607,33,Yes
1663,22,HR,12,1,6724,93,Yes
1664,57,Marketing,25,4,10555,77,Yes
1665,25,Finance,13,2,12907,85,Yes
1666,58,IT,31,1,3202,64,No
1667,34,Finance,10,3,6854,59,No
1668,59,Finance,15,5,11301,7,No
1669,45,HR,21,3,3768,74,Yes
1670,40,HR,15,1,3138,64,Yes
1671,22,HR,12,3,3220,68,No
1672,59,Operations,11,5,10356,56,Yes
1673,26,Operations,17,2,12052,44,No
1674,37,IT,28,3,6927,48,Yes
1675,45,HR,17,4,5387,73,Yes
1676,48,Marketing,1,5,5525,118,No
1677,22,HR,1,5,8054,61,No
1678,55,Operations,2,4,12637,38,No
1679,57,HR,28,1,9956,76,Yes
1680,25,Operations,7,4,4609,20,No
1681,21,HR,10,1,8443,99,No
1682,32,Marketing,11,2,3198,52,Yes
1683,56,IT,31,1,14055,44,Yes
1684,43,Marketing,3,2,8984,96,Yes
1685,51,Operations,8,2,12352,106,Yes
1686,31,Finance,23,4,4369,27,Yes
1687,30,Marketing,15,2,6571,52,No
1688,23,HR,16,1,13414,8,Yes
1689,34,IT,21,3,3488,108,No
1690,36,HR,6,5,6540,74,Yes
1691,30,HR,9,5,14059,103,Yes
1692,49,Marketing,28,1,13619,92,Yes
1693,30,IT,23,3,13069,70,Yes
1694,32,Finance,13,2,12056,60,No
1695,50,HR,13,1,5180,26,No
1696,21,IT,24,2,14220,21,No
1697,25,Finance,21,4,14290,94,Yes
1698,40,HR,22,3,6328,29,No
1699,28,IT,31,5,6634,91,No
1700,32,Marketing,25,1,3655,83,No
1701,21,HR,26,5,8986,14,No
1702,40,HR,11,2,12571,14,No
1703,48,IT,18,2,3235,52,Yes
1704,57,HR,18,4,3988,75,Yes
1705,57,Finance,33,2,4382,80,Yes
1706,32,HR,31,2,12006,22,Yes
1707,57,Operations,28,5,14158,69,No
1708,48,Finance,20,5,12881,108,No
1709,35,IT,34,1,8629,15,No
1710,26,Finance,4,1,14992,90,No
1711,40,Operations,11,2,5486,86,Yes
1712,34,Operations,6,3,4665,64,No
1713,22,HR,1,1,13827,44,No
1714,29,HR,24,2,6986,6,No
1715,57,Marketing,9,5,11186,44,No
1716,40,Finance,5,4,4823,38,Yes
1717,46,Marketing,26,5,8828,103,No
1718,49,Operations,34,5,8430,49,Yes
1719,21,HR,9,4,8336,48,Yes
1720,55,HR,8,5,7088,47,No
1721,26,HR,19,1,3610,48,Yes
1722,57,IT,34,5,12527,39,Yes
1723,25,Operations,7,4,6868,38,No
1724,53,HR,30,2,7325,56,No
1725,34,Operations,15,2,14884,81,Yes
1726,32,HR,27,2,7435,62,No
1727,40,Finance,5,4,14758,99,No
1728,44,Operations,31,4,13403,55,Yes
1729,54,Marketing,27,1,5163,85,Yes
1730,45,IT,10,4,11262,1,Yes
1731,49,Marketing,22,2,4749,111,No
1732,59,Operations,29,4,7945,25,Yes
1733,51,HR,8,3,8172,113,No
1734,43,Operations,27,5,3341,95,Yes
1735,58,IT,23,1,7683,22,Yes
1736,40,Operations,27,2,14018,103,Yes
1737,43,HR,23,2,6831,109,Yes
1738,36,Marketing,14,3,5379,17,No
1739,28,Finance,32,1,9105,82,Yes
1740,41,Marketing,33,5,6869,87,No
1741,21,HR,21,1,9068,67,No
1742,28,HR,28,1,14465,117,No
1743,49,IT,33,2,5439,59,Yes
1744,52,Operations,9,4,10906,109,No
1745,58,Operations,29,5,13259,1,No
1746,25,Marketing,10,1,14731,93,Yes
1747,42,Finance,33,3,10857,48,Yes
1748,54,Finance,20,2,8429,37,Yes
1749,21,IT,12,4,3471,30,Yes
1750,46,HR,24,4,11059,39,No
1751,30,IT,20,2,6765,79,Yes
1752,50,Operations,0,1,10826,52,Yes
1753,38,HR,4,2,10912,63,Yes
1754,37,IT,21,4,11845,32,Yes
1755,46,Marketing,6,4,3461,57,Yes
1756,28,Operations,12,3,4173,49,No
1757,32,Finance,22,3,4667,63,No
1758,47,IT,20,4,14937,2,Yes
1759,28,Operations,5,3,6321,60,Yes
1760,45,Operations,19,3,11831,81,No
1761,24,Finance,11,3,7369,9,Yes
1762,53,Finance,8,4,11673,65,No
1763,21,Finance,27,1,11273,50,No
1764,39,IT,10,1,14495,93,No
1765,51,Finance,31,5,7126,29,No
1766,36,Marketing,10,3,5793,24,Yes
1767,34,Operations,23,1,12299,42,Yes
1768,25,Finance,14,5,9185,114,Yes
1769,46,Operations,34,2,6785,119,Yes
1770,48,HR,16,3,3250,87,Yes
1771,22,HR,24,1,13626,63,No
1772,26,Finance,34,1,4620,58,No
1773,29,Operations,18,1,12910,61,Yes
1774,53,HR,30,5,11457,98,No
1775,45,Finance,16,2,3021,9,No
1776,33,Operations,22,3,5123,63,No
1777,29,Finance,0,1,4510,111,No
1778,33,Operations,9,4,6852,93,Yes
1779,51,HR,7,3,7775,59,Yes
1780,31,Finance,25,4,14130,89,No
1781,24,HR,33,5,10008,98,No
1782,54,Finance,18,1,6422,87,Yes
1783,58,IT,13,3,11431,114,Yes
1784,24,HR,7,3,11242,19,Yes
1785,58,HR,0,1,6007,116,Yes
1786,39,Marketing,24,2,11667,102,No
1787,26,HR,23,5,13196,48,No
1788,54,Operations,19,1,3156,103,No
1789,38,Finance,29,3,9342,98,Yes
1790,33,IT,4,2,10598,102,No
1791,43,Operations,2,3,7761,73,Yes
1792,39,Operations,31,4,13975,26,No
1793,31,Operations,16,3,5019,50,No
1794,21,Operations,4,5,8237,56,Yes
1795,44,IT,10,1,12878,78,Yes
1796,27,Marketing,3,3,10923,78,No
1797,45,HR,18,4,7170,36,No
1798,41,Operations,22,4,8047,98,No
1799,35,HR,16,1,5414,2,Yes
1800,21,HR,12,4,13995,28,Yes
1801,32,Operations,26,1,14441,67,Yes
1802,27,Marketing,0,5,5155,46,Yes
1803,35,HR,1,1,13018,79,No
1804,41,Finance,17,2,6757,68,Yes
1805,39,HR,32,4,3092,20,No
1806,49,Operations,1,4,9243,103,Yes
1807,45,IT,3,3,11862,41,No
1808,53,HR,15,2,5143,117,Yes
1809,52,Marketing,3,3,11423,20,No
1810,55,Finance,8,1,8971,1,Yes
1811,58,Finance,20,5,4602,77,No
1812,46,IT,22,4,5951,68,Yes
1813,31,IT,1,5,12964,6,No
1814,55,HR,2,1,13258,74,Yes
1815,28,Operations,22,1,4310,34,Yes
1816,34,Marketing,25,2,10967,29,No
1817,30,Finance,6,3,9246,43,No
1818,22,IT,32,4,3158,45,Yes
1819,29,Marketing,3,4,6778,54,Yes
1820,23,Operations,22,5,4586,0,Yes
1821,41,Finance,24,2,3377,53,Yes
1822,46,Finance,25,1,6295,79,Yes
1823,28,Operations,27,2,11905,110,Yes
1824,22,Finance,27,4,13415,0,Yes
1825,26,Operations,20,3,13974,62,No
1826,48,Finance,9,5,11929,54,No
1827,49,HR,26,1,5500,85,No
1828,46,Operations,14,1,14338,76,No
1829,45,Marketing,16,1,4863,26,Yes
1830,32,HR,34,3,10888,14,Yes
1831,25,Marketing,4,4,3491,80,Yes
1832,54,Finance,15,4,11113,8,Yes
1833,57,Marketing,22,2,14196,68,Yes
1834,35,HR,8,2,10501,58,Yes
1835,56,Operations,32,4,14805,22,No
1836,35,IT,34,1,12721,107,Yes
1837,43,Marketing,23,3,10410,112,Yes
1838,26,IT,23,4,10731,106,Yes
1839,41,Marketing,23,3,3945,10,Yes
1840,43,Marketing,18,5,14832,23,Yes
1841,36,Operations,24,1,11893,71,Yes
1842,35,Finance,30,5,5484,110,Yes
1843,45,HR,24,4,5755,97,No
1844,56,HR,26,2,10628,53,No
1845,31,HR,31,4,14460,105,No
1846,35,Finance,10,5,14294,116,No
1847,24,IT,4,3,13059,30,Yes
1848,41,HR,32,4,10817,21,No
1849,33,IT,18,2,14997,13,No
1850,42,Finance,15,5,6033,4,Yes
1851,39,Finance,34,4,3389,16,No
1852,54,Operations,10,5,10834,81,Yes
1853,34,HR,10,5,12435,82,No
1854,24,Operations,9,1,6347,70,No
1855,47,HR,33,3,3011,89,No
1856,49,Finance,4,1,12708,88,Yes
1857,48,Finance,22,5,4620,81,Yes
1858,55,Marketing,24,2,12949,43,No
1859,28,Marketing,28,2,11240,78,No
1860,36,Finance,12,1,12907,92,Yes
1861,56,Finance,31,2,9153,109,Yes
1862,50,IT,33,5,11178,105,No
1863,38,IT,11,4,11452,48,No
1864,22,Operations,23,5,11511,64,No
1865,33,Marketing,20,4,13468,3,No
1866,24,Marketing,28,2,4927,8,Yes
1867,46,Finance,22,3,9813,35,No
1868,45,Finance,32,3,5832,50,Yes
1869,50,Operations,7,5,9978,31,Yes
1870,31,Marketing,12,5,7116,87,Yes
1871,27,IT,4,2,3015,100,Yes
1872,51,HR,9,3,13719,17,Yes
1873,30,Operations,13,3,6866,14,Yes
1874,59,HR,23,5,5345,19,Yes
1875,33,IT,10,3,12132,57,Yes
1876,51,IT,2,5,11450,39,Yes
1877,27,HR,28,1,4063,65,No
1878,56,Operations,29,3,3275,88,Yes
1879,40,HR,6,4,13983,12,No
1880,24,Operations,16,2,5566,90,Yes
1881,27,Operations,19,5,7922,12,Yes
1882,21,Finance,10,3,4930,61,No
1883,33,Marketing,24,3,6582,27,Yes
1884,42,Marketing,23,5,4331,45,Yes
1885,41,IT,1,4,11066,14,No
1886,42,Finance,26,3,12748,92,No
1887,48,Marketing,18,1,3479,84,Yes
1888,29,Operations,28,2,7509,43,Yes
1889,46,Operations,10,5,6046,94,No
1890,29,HR,18,3,14786,22,Yes
1891,35,HR,27,2,4488,100,Yes
1892,30,Operations,20,5,11152,66,Yes
1893,44,Operations,25,5,14016,113,No
1894,28,HR,21,5,5092,98,Yes
1895,44,Marketing,5,4,3829,77,No
1896,36,IT,10,1,13126,65,Yes
1897,46,HR,13,5,10655,49,Yes
1898,47,Marketing,1,4,5700,12,Yes
1899,57,Marketing,19,5,11335,1,No
1900,24,Marketing,21,5,7930,75,No
1901,44,Finance,3,4,5804,90,No
1902,39,Finance,28,1,13078,33,Yes
1903,56,Marketing,23,2,10990,39,Yes
1904,59,Operations,0,3,9336,68,No
1905,30,Finance,23,5,13786,60,No
1906,45,HR,29,1,11975,24,No
1907,38,Finance,11,3,9016,74,Yes
1908,39,Operations,18,5,7273,76,Yes
1909,56,IT,3,3,14021,62,No
1910,30,Finance,14,4,9461,27,Yes
1911,53,Marketing,19,1,10558,84,Yes
1912,25,Marketing,19,1,5198,112,No
1913,55,Marketing,20,2,11802,55,Yes
1914,54,IT,9,2,14710,111,No
1915,53,Operations,29,3,11732,114,No
1916,41,HR,23,4,13389,25,No
1917,37,Operations,2,3,10375,26,No
1918,42,IT,28,5,13501,25,No
1919,57,Marketing,7,1,10889,14,Yes
1920,35,Operations,28,3,3412,49,No
1921,55,HR,9,3,10256,5,No
1922,48,Marketing,4,1,8868,67,Yes
1923,27,HR,10,1,12975,3,Yes
1924,52,Finance,3,2,8377,29,No
1925,31,HR,34,2,12919,76,No
1926,30,Marketing,11,1,8727,8,No
1927,29,Finance,20,3,4427,41,No
1928,34,Marketing,15,5,6510,13,Yes
1929,33,Marketing,13,3,4637,91,No
1930,45,Finance,20,5,7576,39,No
1931,22,HR,26,1,11371,2,No
1932,55,IT,0,5,6396,40,No
1933,27,IT,0,2,7677,92,Yes
1934,41,IT,21,1,8525,32,Yes
1935,38,IT,14,4,10122,78,No
1936,23,Operations,19,5,4642,110,No
1937,59,IT,2,5,4294,59,No
1938,31,Finance,13,4,12774,63,Yes
1939,59,IT,8,4,6536,61,No
1940,44,Marketing,18,1,10787,102,Yes
1941,39,IT,33,3,11555,78,Yes
1942,24,HR,3,4,5116,6,No
1943,46,Finance,32,5,13547,108,Yes
1944,58,Finance,1,4,5561,75,Yes
1945,52,Operations,26,1,14308,49,No
1946,59,Marketing,16,1,9039,38,No
1947,56,Finance,30,5,10400,70,Yes
1948,57,HR,5,5,10868,46,Yes
1949,53,IT,30,5,9265,104,Yes
1950,56,Finance,2,3,5542,69,No
1951,23,HR,2,5,9720,25,Yes
1952,29,IT,32,1,7020,57,No
1953,28,Operations,12,1,3883,72,Yes
1954,53,Finance,20,4,4172,50,No
1955,26,Finance,15,5,12976,87,Yes
1956,59,HR,20,3,10038,51,Yes
1957,24,Marketing,12,2,8595,93,No
1958,33,Operations,3,4,7674,15,No
1959,22,Marketing,30,3,10738,47,Yes
1960,25,Finance,8,5,13354,26,Yes
1961,47,Marketing,32,3,13867,32,Yes
1962,52,IT,23,2,13286,22,Yes
1963,41,Operations,24,3,13513,44,No
1964,28,Marketing,28,2,11304,82,Yes
1965,58,IT,14,2,9688,99,No
1966,28,HR,17,2,9542,82,No
1967,23,Marketing,19,3,11983,21,No
1968,23,Operations,4,5,4315,41,No
1969,42,IT,17,1,13555,108,No
1970,26,Marketing,0,1,6233,32,No
1971,22,HR,18,3,3050,108,Yes
1972,43,Marketing,22,5,14687,9,Yes
1973,22,IT,25,1,3143,46,No
1974,58,Marketing,28,2,6687,95,Yes
1975,37,Operations,33,3,8801,78,No
1976,55,Finance,18,3,13767,38,No
1977,54,IT,17,4,8252,45,No
1978,43,IT,1,4,8618,71,Yes
1979,50,IT,26,4,7485,50,Yes
1980,28,IT,5,5,10337,24,Yes
1981,42,Marketing,5,3,11151,81,No
1982,56,Operations,5,4,13212,14,Yes
1983,25,HR,30,3,11116,57,No
1984,33,Operations,29,2,6730,58,No
1985,49,IT,20,4,11940,25,Yes
1986,51,Marketing,17,3,12066,40,No
1987,36,Marketing,22,5,5944,43,No
1988,50,IT,22,5,7803,84,No
1989,36,Marketing,27,5,4208,21,No
1990,32,IT,24,4,6733,109,No
1991,37,Operations,6,5,3213,97,Yes
1992,36,Finance,17,1,9566,36,No
1993,32,Marketing,19,2,4818,117,No
1994,28,IT,4,3,6494,100,Yes
1995,40,IT,17,1,3485,13,Yes
1996,23,Marketing,32,4,10544,3,No
1997,36,HR,14,3,6015,23,Yes
1998,50,IT,34,3,14915,65,No
1999,43,Marketing,0,5,6479,62,Yes
2000,48,IT,20,3,9929,64,Yes
2001,25,HR,7,3,9414,65,Yes
2002,40,Finance,6,2,8216,12,No
2003,21,HR,29,4,7937,26,Yes
2004,50,Operations,34,1,6118,115,Yes
2005,41,Marketing,1,5,3663,80,Yes
2006,40,HR,7,2,4023,108,No
2007,26,Finance,3,1,9316,16,Yes
2008,42,IT,20,1,7442,68,Yes
2009,38,Marketing,12,2,3236,87,Yes
2010,28,HR,8,5,9686,56,Yes
2011,59,Finance,28,4,14476,71,Yes
2012,52,HR,23,2,6343,117,Yes
2013,53,Operations,15,2,9550,117,Yes
2014,36,Marketing,11,2,5125,107,No
2015,32,IT,1,5,10958,72,No
2016,58,Finance,18,2,6217,17,Yes
2017,54,HR,29,2,4955,15,No
2018,34,Marketing,15,3,9155,50,Yes
2019,56,HR,23,3,10927,95,Yes
2020,53,Marketing,12,3,3228,117,Yes
2021,43,Operations,4,3,7938,39,No
2022,22,HR,22,2,8060,38,No
2023,41,Operations,30,3,14604,55,No
2024,22,Finance,16,1,9815,116,Yes
2025,47,Operations,2,4,5886,104,No
2026,29,Marketing,25,3,9874,53,No
2027,21,Finance,12,5,10605,43,Yes
2028,31,HR,21,4,5819,45,Yes
2029,23,HR,20,1,5989,31,Yes
2030,43,Marketing,28,4,12278,105,Yes
2031,46,IT,4,4,10138,47,Yes
2032,24,IT,13,1,4993,60,Yes
2033,38,HR,17,3,6045,65,Yes
2034,26,Marketing,3,1,9193,37,Yes
2035,55,IT,32,5,6305,42,No
2036,42,Operations,19,1,4992,3,No
2037,35,HR,12,2,6599,4,Yes
2038,42,Operations,3,2,6587,100,No
2039,57,Marketing,34,4,4305,112,Yes
2040,32,Operations,7,3,9363,57,No
2041,58,IT,5,3,8467,36,No
2042,38,IT,21,2,7459,25,No
2043,55,Finance,5,5,8087,106,Yes
2044,50,HR,8,1,3919,8,Yes
2045,44,Marketing,15,1,11233,14,Yes
2046,50,HR,32,1,4282,87,Yes
2047,34,Operations,17,5,14757,87,Yes
2048,26,Marketing,11,5,9109,98,Yes
2049,23,Marketing,26,1,5120,111,No
2050,36,IT,0,1,14337,104,No
2051,27,Operations,14,5,13874,88,Yes
2052,34,IT,26,1,7496,25,Yes
2053,29,IT,15,5,6150,62,No
2054,35,Finance,20,4,8306,86,No
2055,41,IT,0,2,14916,69,No
2056,55,HR,28,2,4833,104,Yes
2057,22,Marketing,2,5,10723,26,Yes
2058,47,IT,11,1,8878,53,No
2059,22,HR,27,2,13709,82,No
2060,55,Operations,30,3,8009,30,No
2061,38,Marketing,30,1,6862,101,No
2062,34,Operations,32,5,3128,106,No
2063,40,HR,32,3,14378,31,No
2064,38,Operations,10,5,4345,1,No
2065,30,Operations,28,1,13628,17,Yes
2066,45,Operations,24,4,14025,27,Yes
2067,22,IT,12,4,10369,70,No
2068,45,IT,18,4,10132,119,No
2069,53,IT,27,1,7642,86,No
2070,56,Marketing,3,1,6223,116,No
2071,51,HR,2,3,6476,99,No
2072,34,IT,24,1,8097,87,Yes
2073,21,Operations,34,1,13730,91,No
2074,36,Operations,28,3,14046,24,No
2075,23,Operations,28,3,12627,38,No
2076,55,Operations,11,5,11447,48,No
2077,26,Finance,34,2,8722,3,Yes
2078,45,Marketing,19,2,13609,108,Yes
2079,33,HR,16,5,12945,51,Yes
2080,54,HR,11,4,7746,82,Yes
2081,28,IT,9,1,6411,67,Yes
2082,41,Finance,17,3,3075,56,Yes
2083,54,HR,29,3,6611,12,Yes
2084,24,Marketing,7,4,11001,64,No
2085,45,Operations,12,3,11696,62,Yes
2086,35,IT,30,4,6392,97,Yes
2087,24,Marketing,5,5,13184,70,Yes
2088,32,HR,6,4,8111,24,Yes
2089,52,Finance,20,2,14570,22,Yes
2090,52,IT,27,4,9119,29,Yes
2091,48,HR,20,5,5394,112,No
2092,33,IT,20,4,4416,60,No
2093,51,HR,23,5,10843,6,No
2094,34,Operations,26,2,13421,53,No
2095,40,Finance,26,1,11431,108,No
2096,38,Operations,12,5,9053,16,Yes
2097,49,HR,28,1,4777,96,No
2098,26,Marketing,27,5,9314,59,Yes
2099,52,Operations,28,4,8764,65,No
2100,49,Marketing,21,1,7158,37,No
2101,22,HR,29,5,13594,107,No
2102,43,Finance,27,5,7146,12,No
2103,39,Marketing,22,1,5631,51,No
2104,51,HR,32,5,14202,51,No
2105,25,Marketing,3,1,8440,31,Yes
2106,39,Operations,2,2,6389,85,No
2107,54,HR,31,3,12406,8,No
2108,30,Operations,3,2,3669,16,No
2109,45,IT,0,1,6561,81,No
2110,22,HR,11,4,9233,39,Yes
2111,31,Marketing,12,4,8541,103,Yes
2112,51,IT,33,3,10658,90,No
2113,35,Operations,28,1,11807,74,No
2114,29,Operations,8,5,7658,53,Yes
2115,43,Marketing,30,2,10421,53,No
2116,39,IT,6,2,12322,27,No
2117,29,Finance,12,3,10461,71,No
2118,55,Marketing,1,3,8630,49,Yes
2119,41,Operations,32,3,8355,17,Yes
2120,29,HR,6,3,12713,12,Yes
2121,48,IT,17,3,11012,32,Yes
2122,27,Finance,7,3,7451,14,No
2123,36,HR,11,5,5664,85,Yes
2124,36,IT,29,5,7862,37,No
2125,53,Marketing,8,2,11495,93,Yes
2126,24,Marketing,27,2,13086,5,Yes
2127,24,IT,3,3,4515,44,No
2128,59,Finance,16,2,3583,58,No
2129,37,IT,10,3,11558,97,Yes
2130,57,HR,1,5,13238,118,Yes
2131,59,HR,22,4,11650,82,No
2132,49,Marketing,21,5,3119,112,Yes
2133,56,IT,25,1,6284,96,Yes
2134,58,Marketing,11,5,10908,77,Yes
2135,59,Finance,31,1,6254,47,Yes
2136,57,HR,8,2,14757,110,No
2137,55,Operations,4,5,14494,40,No
2138,27,Operations,25,4,7459,82,Yes
2139,47,IT,6,5,8565,103,Yes
2140,48,IT,28,5,4968,78,No
2141,42,Operations,32,5,5531,73,No
2142,34,IT,23,3,12043,54,Yes
2143,27,HR,24,5,9389,60,No
2144,57,Finance,30,5,4929,1,Yes
2145,42,Finance,28,4,4943,113,Yes
2146,25,Marketing,4,1,11955,115,No
2147,22,HR,10,1,6296,1,No
2148,47,IT,31,4,8276,84,Yes
2149,41,IT,7,2,13870,75,Yes
2150,58,Marketing,19,5,8725,9,Yes
2151,35,Marketing,33,2,3901,75,Yes
2152,41,IT,7,4,12710,38,No
2153,30,IT,1,2,8965,1,No
2154,43,HR,20,1,6256,64,No
2155,59,Marketing,14,3,8506,65,No
2156,25,HR,5,2,11933,86,Yes
2157,21,IT,4,3,6553,91,Yes
2158,33,Operations,2,2,10432,116,No
2159,41,Operations,15,4,4693,80,Yes
2160,46,IT,34,3,9495,51,Yes
2161,41,Marketing,8,2,5129,103,No
2162,38,Operations,34,4,7011,84,Yes
2163,57,Marketing,18,1,6252,43,Yes
2164,52,Operations,33,5,4365,33,Yes
2165,56,Marketing,9,4,11387,72,No
2166,37,Operations,9,4,9203,80,Yes
2167,55,Marketing,19,1,3150,112,No
2168,31,HR,0,3,8180,105,No
2169,41,Marketing,5,2,7523,44,Yes
2170,46,HR,1,3,10094,31,No
2171,24,HR,32,4,3330,4,No
2172,54,IT,2,2,14302,77,Yes
2173,38,HR,12,5,6324,109,No
2174,55,Finance,34,5,12081,110,Yes
2175,49,HR,14,2,3954,88,No
2176,49,Marketing,21,4,14881,85,No
2177,58,HR,3,1,10400,62,Yes
2178,41,Marketing,16,3,7449,68,No
2179,33,Marketing,4,3,14140,53,Yes
2180,37,Finance,20,1,14433,37,Yes
2181,29,HR,23,1,9360,8,No
2182,21,HR,30,5,13587,60,Yes
2183,22,Operations,29,1,5044,94,Yes
2184,49,Operations,6,2,8645,104,No
2185,53,IT,6,5,9554,20,No
2186,30,Marketing,26,4,6599,35,Yes
2187,41,Finance,23,5,9874,0,Yes
2188,48,Operations,18,5,10041,21,Yes
2189,31,HR,33,3,8010,86,Yes
2190,54,IT,21,1,6990,86,Yes
2191,28,Finance,26,2,10848,14,Yes
2192,42,HR,5,1,8645,45,No
2193,28,HR,9,3,13247,64,Yes
2194,35,Marketing,30,1,13862,5,Yes
2195,37,Marketing,24,2,4575,39,No
2196,43,Operations,1,1,8019,34,Yes
2197,44,Operations,9,3,9723,80,No
2198,39,HR,9,2,8754,60,No
2199,25,HR,25,1,13044,22,Yes
2200,52,Operations,4,3,5213,19,Yes
2201,21,Operations,21,3,4226,27,Yes
2202,43,HR,3,5,12855,36,No
2203,57,Finance,33,2,11555,81,No
2204,28,HR,6,2,4947,6,No
2205,33,Finance,16,1,8544,48,Yes
2206,28,Finance,10,5,7753,110,No
2207,43,HR,7,2,6632,83,No
2208,21,IT,27,3,8588,23,Yes
2209,44,Operations,32,2,14673,79,No
2210,55,Marketing,24,5,9658,12,No
2211,44,HR,20,4,12466,91,No
2212,37,Finance,11,3,12637,6,No
2213,25,HR,25,2,7827,14,Yes
2214,40,Operations,28,3,14149,86,No
2215,41,Finance,34,1,9138,22,No
2216,51,Marketing,28,3,14648,94,Yes
2217,56,Marketing,23,2,8979,68,No
2218,31,Marketing,14,1,13357,90,Yes
2219,35,IT,5,1,12201,107,Yes
2220,39,Finance,31,1,8386,59,No
2221,27,Finance,33,4,8287,9,No
2222,48,IT,19,4,14011,50,No
2223,25,Finance,11,1,12920,63,Yes
2224,25,IT,34,2,11887,105,No
2225,50,HR,16,1,7617,70,No
2226,52,Operations,26,1,5384,55,Yes
2227,28,Marketing,16,3,12574,31,No
2228,30,IT,10,3,13687,22,Yes
2229,58,IT,1,3,9796,53,Yes
2230,52,IT,1,5,6605,110,Yes
2231,48,HR,28,3,13039,72,No
2232,37,IT,23,3,10033,92,Yes
2233,51,Operations,23,2,12920,90,No
2234,28,Operations,15,4,9747,101,No
2235,45,Marketing,30,4,11844,84,No
2236,29,HR,8,4,10936,106,Yes
2237,22,Operations,26,5,3758,69,Yes
2238,35,Finance,13,1,4279,89,Yes
2239,23,Finance,24,3,3441,83,Yes
2240,56,Finance,21,2,9228,60,No
2241,24,IT,34,5,14680,78,Yes
2242,34,IT,32,4,10716,108,Yes
2243,45,Finance,26,5,14765,101,Yes
2244,30,Marketing,25,2,7193,19,Yes
2245,41,Marketing,18,5,6970,52,No
2246,56,IT,25,4,4526,14,No
2247,32,Finance,5,1,3190,28,Yes
2248,47,Marketing,2,4,4873,69,No
2249,22,IT,5,4,10958,79,Yes
2250,33,Finance,27,4,14207,64,Yes
2251,52,HR,2,5,10368,61,Yes
2252,51,Finance,12,2,10489,69,Yes
2253,36,Finance,12,4,10868,15,No
2254,52,Operations,12,5,11449,53,Yes
2255,52,Operations,0,2,11346,96,Yes
2256,54,HR,30,1,14183,6,No
2257,31,HR,16,4,8606,59,Yes
2258,30,Finance,8,3,6902,9,Yes
2259,35,Marketing,12,5,13467,52,No
2260,37,HR,13,1,9660,7,No
2261,38,Finance,10,1,14774,84,No
2262,29,IT,24,1,11085,89,No
2263,45,Operations,30,5,5412,36,Yes
2264,34,Marketing,13,2,3023,81,Yes
2265,45,Finance,6,3,9624,3,Yes
2266,42,IT,23,2,10958,83,Yes
2267,50,Operations,2,4,4741,111,No
2268,40,IT,25,3,6160,105,No
2269,41,Finance,25,2,14797,111,Yes
2270,52,HR,0,4,6371,103,No
2271,41,Operations,14,3,13283,82,No
2272,55,IT,10,5,12252,96,Yes
2273,52,HR,6,4,6351,22,Yes
2274,50,Marketing,11,2,3460,8,No
2275,59,Finance,2,3,5117,37,No
2276,32,Finance,25,4,9356,44,No
2277,38,Operations,29,4,4606,44,Yes
2278,41,IT,31,5,3071,17,Yes
2279,33,Marketing,17,4,9351,45,No
2280,41,Operations,0,3,3706,1,No
2281,28,Operations,20,1,4928,47,Yes
2282,27,IT,27,3,5798,16,No
2283,43,Marketing,15,3,12369,117,No
2284,52,IT,27,5,11345,15,No
2285,31,Finance,21,5,3029,109,No
2286,42,HR,18,4,8071,44,Yes
2287,42,Finance,0,5,6311,47,Yes
2288,45,Finance,30,4,9787,23,No
2289,42,Operations,33,1,4874,94,Yes
2290,48,Finance,5,2,11428,64,Yes
2291,49,Marketing,27,5,13377,91,No
2292,33,Finance,2,5,11809,112,Yes
2293,38,Marketing,30,1,4571,32,No
2294,22,IT,15,5,10213,105,No
2295,49,Operations,16,1,5437,100,Yes
2296,41,Marketing,26,4,10531,102,No
2297,35,Finance,23,5,3581,3,Yes
2298,47,Operations,19,5,5254,0,No
2299,51,Operations,31,4,8852,32,No
2300,35,Marketing,34,5,3600,73,No
2301,43,Marketing,12,3,12170,61,Yes
2302,44,HR,19,1,11706,2,No
2303,33,HR,1,2,3809,100,Yes
2304,42,Operations,3,3,5485,44,No
2305,57,HR,26,2,10398,20,No
2306,53,Finance,24,3,4446,63,No
2307,23,IT,3,3,3468,72,No
2308,39,Operations,31,3,3629,56,No
2309,43,IT,16,1,6382,39,Yes
2310,49,HR,0,2,9538,61,No
2311,50,Marketing,32,4,3113,42,No
2312,59,Operations,29,4,4225,87,Yes
2313,45,HR,4,5,8483,45,No
2314,57,Finance,11,1,4616,71,Yes
2315,28,Operations,31,1,6317,23,Yes
2316,36,Operations,16,1,10351,23,Yes
